audit_id,entry_id,source_split,also_in_compressed,dataset,category,task,instruction,semantic_grounding_score,geometric_action_consistency_score,physics_feasibility_score,retrieval_utility_score,overall_quality_score,uncertainty,predicted_decision,human_semantic_grounding_score,human_geometric_action_consistency_score,human_physics_feasibility_score,human_retrieval_utility_score,human_overall_decision,adjudication_notes,provenance
audit_0108,s2p2e-rag-0044587,full,False,shapenet,sink,insert,"insert the sink into the slot grasp, place, align",0.8543737530708313,0.8833394050598145,0.9997010231018066,0.7236848473548889,0.8662110567092896,0.004495775792747736,revise,,,,,,,provisional_model_estimate
audit_0109,s2p2e-rag-0014621,full,True,shapenet,car,place,"place the car at the target zone grasp, place, align",0.8985951542854309,0.9340486526489258,0.9994268417358398,0.8987401723861694,0.9335697293281555,0.0017279073363170028,accept,,,,,,,provisional_model_estimate
audit_0110,s2p2e-rag-0038469,full,False,shapenet,night_stand,tool_use,"use the night stand as a tool grasp, place, align",0.5593206882476807,0.8714630007743835,0.9994573593139648,0.6515976190567017,0.771534264087677,0.0034977670293301344,reject,,,,,,,provisional_model_estimate
audit_0111,s2p2e-rag-0056985,full,True,shapenet,tv_stand,pick,"pick the tv stand grasp, place, align",0.895142674446106,0.915369987487793,0.999718964099884,0.849096953868866,0.9160165786743164,0.005136250518262386,accept,,,,,,,provisional_model_estimate
audit_0112,s2p2e-rag-0020730,full,False,shapenet,chair,pick,"pick the chair support, lift, align",0.8875954747200012,0.9140567779541016,0.9995715022087097,0.7276702523231506,0.8808096647262573,0.0036353778559714556,revise,,,,,,,provisional_model_estimate
audit_0113,s2p2e-rag-0059470,full,False,shapenet,vase,pick,"pick the vase grasp, place, align",0.8922644853591919,0.9192807078361511,0.9996411204338074,0.7915394902229309,0.8993040919303894,0.0035215779207646847,revise,,,,,,,provisional_model_estimate
audit_0114,s2p2e-rag-0000425,full,False,shapenet,airplane,pick,"pick the airplane grasp, place, align",0.8974705934524536,0.8841049075126648,0.9997729063034058,0.8604510426521301,0.9103148579597473,0.005519601982086897,accept,,,,,,,provisional_model_estimate
audit_0115,s2p2e-rag-0034522,full,False,shapenet,monitor,insert,"insert the monitor into the slot grasp, place, align",0.8474502563476562,0.8871431350708008,0.9996318817138672,0.6652646660804749,0.8471633195877075,0.0045305839739739895,revise,,,,,,,provisional_model_estimate
audit_0116,s2p2e-rag-0065612,full,False,objaverse,objaverse_asset,insert,insert the objaverse asset into the slot graspable rigid object with unknown semantics,0.6602990627288818,0.9290364980697632,0.9998953938484192,0.7834616899490356,0.8461679220199585,0.0036587403155863285,revise,,,,,,,provisional_model_estimate
audit_0117,s2p2e-rag-0023416,full,False,shapenet,desk,place,"place the desk at the target zone grasp, place, align",0.8981521725654602,0.9608806371688843,0.9996067881584167,0.7756553888320923,0.9094197154045105,0.0030421107076108456,accept,,,,,,,provisional_model_estimate
audit_0118,s2p2e-rag-0066542,full,False,objaverse,objaverse_asset,insert,insert the objaverse asset into the slot graspable rigid object with unknown semantics,0.6610952615737915,0.8863997459411621,0.9998567700386047,0.7677660584449768,0.8297707438468933,0.004653418902307749,revise,,,,,,,provisional_model_estimate
audit_0119,s2p2e-rag-0013947,full,False,shapenet,bottle,insert,"insert the bottle into the slot grasp, pour, upright",0.6627457141876221,0.9080361127853394,0.9998582601547241,0.8763355016708374,0.8661317825317383,0.005427871830761433,revise,,,,,,,provisional_model_estimate
audit_0120,s2p2e-rag-0039117,full,False,shapenet,person,insert,"insert the person into the slot grasp, place, align",0.7893092036247253,0.9049745798110962,0.9998059272766113,0.9139684438705444,0.9027193784713745,0.01340280007570982,accept,,,,,,,provisional_model_estimate
audit_0121,s2p2e-rag-0066540,full,False,objaverse,objaverse_asset,pick,pick the objaverse asset graspable rigid object with unknown semantics,0.8966511487960815,0.9336646199226379,0.9994546175003052,0.8194023370742798,0.912217915058136,0.0028447420336306095,accept,,,,,,,provisional_model_estimate
audit_0122,s2p2e-rag-0026071,full,True,shapenet,dresser,place,"place the dresser at the target zone grasp, place, align",0.8949252963066101,0.9496126174926758,0.9997501373291016,0.8680211305618286,0.9286519885063171,0.005261138081550598,accept,,,,,,,provisional_model_estimate
audit_0123,s2p2e-rag-0020032,full,False,shapenet,chair,insert,"insert the chair into the slot support, lift, align",0.8507712483406067,0.914099395275116,0.9995807409286499,0.7769426107406616,0.8845365643501282,0.0051761106587946415,revise,,,,,,,provisional_model_estimate
audit_0124,s2p2e-rag-0049009,full,True,shapenet,stairs,tool_use,"use the stairs as a tool grasp, place, align",0.8801074028015137,0.9094789624214172,0.9997619390487671,0.8507331609725952,0.911618709564209,0.002738166367635131,accept,,,,,,,provisional_model_estimate
audit_0125,s2p2e-rag-0021174,full,False,shapenet,cone,tool_use,"use the cone as a tool grasp, place, align",0.8628988265991211,0.806623637676239,0.9996783137321472,0.7037268877029419,0.8433672189712524,0.005501263774931431,revise,,,,,,,provisional_model_estimate
audit_0126,s2p2e-rag-0000074,full,False,shapenet,airplane,tool_use,"use the airplane as a tool grasp, place, align",0.8764503598213196,0.817864716053009,0.9997203946113586,0.8201602697372437,0.8788884878158569,0.004891016986221075,revise,,,,,,,provisional_model_estimate
audit_0127,s2p2e-rag-0042487,full,False,shapenet,plant,insert,"insert the plant into the slot grasp, place, align",0.8489103317260742,0.9195421934127808,0.9996404647827148,0.7425940036773682,0.8771675825119019,0.0033886234741657972,revise,,,,,,,provisional_model_estimate
audit_0128,s2p2e-rag-0064042,full,False,shapenet,xbox,insert,"insert the xbox into the slot grasp, place, align",0.6563323140144348,0.9007923007011414,0.9999256134033203,0.8031905293464661,0.8415824174880981,0.004602145403623581,revise,,,,,,,provisional_model_estimate
audit_0129,s2p2e-rag-0002552,full,False,shapenet,airplane,insert,"insert the airplane into the slot grasp, place, align",0.6589399576187134,0.8989244699478149,0.9998151659965515,0.7877178192138672,0.8382554054260254,0.0032337107695639133,revise,,,,,,,provisional_model_estimate
audit_0130,s2p2e-rag-0014662,full,False,shapenet,car,insert,"insert the car into the slot grasp, place, align",0.6647459268569946,0.9325922131538391,0.9999008178710938,0.8538976907730103,0.8658958673477173,0.004941333085298538,revise,,,,,,,provisional_model_estimate
audit_0131,s2p2e-rag-0047576,full,True,shapenet,sofa,place,"place the sofa at the target zone support, align, place",0.89813631772995,0.9392468333244324,0.9996902346611023,0.8881672620773315,0.9317871928215027,0.002771303988993168,accept,,,,,,,provisional_model_estimate
audit_0132,s2p2e-rag-0040306,full,False,shapenet,piano,place,"place the piano at the target zone grasp, place, align",0.890690803527832,0.9245837330818176,0.9992429614067078,0.7068662643432617,0.8775917887687683,0.006272910628467798,revise,,,,,,,provisional_model_estimate
audit_0133,s2p2e-rag-0031385,full,False,shapenet,lamp,pick,"pick the lamp grasp, rotate, place",0.8937576413154602,0.9331571459770203,0.9995859265327454,0.7903398275375366,0.9032796621322632,0.003231361508369446,accept,,,,,,,provisional_model_estimate
audit_0134,s2p2e-rag-0007592,full,True,shapenet,bench,insert,"insert the bench into the slot grasp, place, align",0.8550996780395508,0.9237803220748901,0.9998819231987,0.8831278085708618,0.9166597127914429,0.004056171979755163,accept,,,,,,,provisional_model_estimate
audit_0135,s2p2e-rag-0031571,full,False,shapenet,lamp,place,"place the lamp at the target zone grasp, rotate, place",0.8927010297775269,0.940316379070282,0.9988738298416138,0.7576550245285034,0.895906925201416,0.0028060763143002987,revise,,,,,,,provisional_model_estimate
audit_0136,s2p2e-rag-0010322,full,False,shapenet,bookshelf,insert,"insert the bookshelf into the slot grasp, place, align",0.6591858863830566,0.9023195505142212,0.9997619390487671,0.8532434701919556,0.8548978567123413,0.0037910682149231434,revise,,,,,,,provisional_model_estimate
audit_0137,s2p2e-rag-0011226,full,True,shapenet,bookshelf,place,"place the bookshelf at the target zone grasp, place, align",0.900290846824646,0.96868497133255,0.9991680979728699,0.9267542958259583,0.9500670433044434,0.0034306279849261045,accept,,,,,,,provisional_model_estimate
audit_0138,s2p2e-rag-0063699,full,False,shapenet,tent,tool_use,"use the tent as a tool grasp, place, align",0.8789418935775757,0.8384340405464172,0.9995902180671692,0.8537311553955078,0.8930551409721375,0.00559540931135416,revise,,,,,,,provisional_model_estimate
audit_0139,s2p2e-rag-0009071,full,True,shapenet,bookshelf,place,"place the bookshelf at the target zone grasp, place, align",0.8978177905082703,0.9512117505073547,0.9995098114013672,0.917413592338562,0.9418743848800659,0.0033995588310062885,accept,,,,,,,provisional_model_estimate
audit_0140,s2p2e-rag-0016483,full,True,shapenet,chair,pour,"pour using the chair support, lift, align",0.6895902156829834,0.9063425064086914,0.999803364276886,0.8793660998344421,0.8741086721420288,0.008302267640829086,revise,,,,,,,provisional_model_estimate
audit_0141,s2p2e-rag-0016828,full,False,shapenet,chair,pour,"pour using the chair support, lift, align",0.5381356477737427,0.8811125755310059,0.9997900128364563,0.7210482954978943,0.7858871221542358,0.004282206762582064,revise,,,,,,,provisional_model_estimate
audit_0142,s2p2e-rag-0062296,full,False,shapenet,chair,place,"place the chair at the target zone support, lift, align",0.8963707685470581,0.9546788930892944,0.9996064305305481,0.7859403491020203,0.9096125364303589,0.0026446059346199036,accept,,,,,,,provisional_model_estimate
audit_0143,s2p2e-rag-0021643,full,False,shapenet,cone,pour,"pour using the cone grasp, place, align",0.5720093846321106,0.8903378248214722,0.9998332262039185,0.7319439649581909,0.8006790280342102,0.005220399703830481,revise,,,,,,,provisional_model_estimate
audit_0144,s2p2e-rag-0034741,full,False,shapenet,monitor,place,"place the monitor at the target zone grasp, place, align",0.8932825326919556,0.940057098865509,0.9996161460876465,0.7396156191825867,0.8938816785812378,0.005147933028638363,revise,,,,,,,provisional_model_estimate
audit_0145,s2p2e-rag-0055461,full,False,shapenet,toilet,place,"place the toilet at the target zone grasp, place, align",0.8917384147644043,0.9475849866867065,0.9996582865715027,0.7870610952377319,0.9061368703842163,0.003932695370167494,accept,,,,,,,provisional_model_estimate
audit_0146,s2p2e-rag-0027760,full,False,shapenet,glass_box,pick,"pick the glass box grasp, place, align",0.8969805836677551,0.9234365224838257,0.9996392130851746,0.8228967785835266,0.91180020570755,0.003514609532430768,accept,,,,,,,provisional_model_estimate
audit_0147,s2p2e-rag-0026365,full,False,shapenet,dresser,pick,"pick the dresser grasp, place, align",0.8915262222290039,0.9196552038192749,0.999642550945282,0.745384156703949,0.8877202272415161,0.005172645207494497,revise,,,,,,,provisional_model_estimate
audit_0148,s2p2e-rag-0040857,full,False,shapenet,plant,insert,"insert the plant into the slot grasp, place, align",0.8528483510017395,0.8657094240188599,0.999552845954895,0.6418798565864563,0.8366789817810059,0.004831627942621708,revise,,,,,,,provisional_model_estimate
audit_0149,s2p2e-rag-0052296,full,True,shapenet,table,place,"place the table at the target zone support, place, align",0.8944692611694336,0.9538127183914185,0.9994547963142395,0.8157332539558411,0.9167011380195618,0.0034842484164983034,accept,,,,,,,provisional_model_estimate
audit_0150,s2p2e-rag-0048944,full,False,shapenet,stairs,tool_use,"use the stairs as a tool grasp, place, align",0.5981622934341431,0.8498290777206421,0.9997552037239075,0.6882061958312988,0.7844719886779785,0.005180267617106438,revise,,,,,,,provisional_model_estimate
audit_0151,s2p2e-rag-0057422,full,False,shapenet,tv_stand,insert,"insert the tv stand into the slot grasp, place, align",0.6595975756645203,0.9328791499137878,0.9998185038566589,0.8834870457649231,0.8725992441177368,0.005701109766960144,revise,,,,,,,provisional_model_estimate
audit_0152,s2p2e-rag-0067839,full,False,objaverse,objaverse_asset,tool_use,use the objaverse asset as a tool graspable rigid object with unknown semantics,0.5538235306739807,0.7692227959632874,0.9991129040718079,0.4845274090766907,0.6987051963806152,0.008570156991481781,reject,,,,,,,provisional_model_estimate
audit_0153,s2p2e-rag-0059177,full,False,shapenet,vase,insert,"insert the vase into the slot grasp, place, align",0.8567655682563782,0.8555742502212524,0.999535858631134,0.6435366868972778,0.8374217748641968,0.00821172259747982,revise,,,,,,,provisional_model_estimate
audit_0154,s2p2e-rag-0015860,full,True,shapenet,car,pick,"pick the car grasp, place, align",0.8967316746711731,0.903725266456604,0.999720573425293,0.8956533670425415,0.9227122068405151,0.0034215704072266817,accept,,,,,,,provisional_model_estimate
audit_0155,s2p2e-rag-0032493,full,False,shapenet,mantel,pour,"pour using the mantel grasp, place, align",0.5324404835700989,0.9119974970817566,0.9998435974121094,0.7237892746925354,0.7952045202255249,0.00438687764108181,revise,,,,,,,provisional_model_estimate
audit_0156,s2p2e-rag-0029451,full,True,shapenet,guitar,place,"place the guitar at the target zone grasp, place, align",0.8981384038925171,0.9777501821517944,0.9984280467033386,0.952182412147522,0.9592093229293823,0.004220888484269381,accept,,,,,,,provisional_model_estimate
audit_0157,s2p2e-rag-0008392,full,False,shapenet,bench,insert,"insert the bench into the slot grasp, place, align",0.8510411977767944,0.9058049917221069,0.9994576573371887,0.7798069715499878,0.883129894733429,0.004074295051395893,revise,,,,,,,provisional_model_estimate
audit_0158,s2p2e-rag-0044313,full,False,shapenet,sink,pour,"pour using the sink grasp, place, align",0.5187485814094543,0.8869811296463013,0.9993672370910645,0.682924211025238,0.7705367207527161,0.003875271650031209,reject,,,,,,,provisional_model_estimate
audit_0159,s2p2e-rag-0002757,full,False,shapenet,airplane,insert,"insert the airplane into the slot grasp, place, align",0.657484233379364,0.8895137906074524,0.9994240999221802,0.7663935422897339,0.827616810798645,0.0036781206727027893,revise,,,,,,,provisional_model_estimate
audit_0160,s2p2e-rag-0030161,full,True,shapenet,keyboard,place,"place the keyboard at the target zone grasp, place, align",0.8992136716842651,0.955220103263855,0.999042809009552,0.9420276880264282,0.9490677118301392,0.00646961247548461,accept,,,,,,,provisional_model_estimate
audit_0161,s2p2e-rag-0028864,full,True,shapenet,guitar,tool_use,"use the guitar as a tool grasp, place, align",0.8789418935775757,0.9269299507141113,0.9994262456893921,0.9482446908950806,0.9399112462997437,0.005054093431681395,accept,,,,,,,provisional_model_estimate
audit_0162,s2p2e-rag-0000942,full,False,shapenet,airplane,insert,"insert the airplane into the slot grasp, place, align",0.6495888233184814,0.9006916880607605,0.9998151659965515,0.8094261884689331,0.8417863845825195,0.007194348610937595,revise,,,,,,,provisional_model_estimate
audit_0163,s2p2e-rag-0009305,full,True,shapenet,bookshelf,pick,"pick the bookshelf grasp, place, align",0.8994348645210266,0.9547516107559204,0.9995714426040649,0.8833624124526978,0.9347756505012512,0.00419852789491415,accept,,,,,,,provisional_model_estimate
audit_0164,s2p2e-rag-0007716,full,True,shapenet,bench,place,"place the bench at the target zone grasp, place, align",0.8958410024642944,0.9509965181350708,0.9993869066238403,0.8483184576034546,0.9243545532226562,0.0034145985264331102,accept,,,,,,,provisional_model_estimate
audit_0165,s2p2e-rag-0030007,full,False,shapenet,guitar,insert,"insert the guitar into the slot grasp, place, align",0.6754583716392517,0.9602826237678528,0.9997050166130066,0.9362714886665344,0.8958746194839478,0.007452088408172131,revise,,,,,,,provisional_model_estimate
audit_0166,s2p2e-rag-0008834,full,True,shapenet,bookshelf,tool_use,"use the bookshelf as a tool grasp, place, align",0.8759433627128601,0.9024125337600708,0.9996109008789062,0.8768833875656128,0.9140504002571106,0.005587256513535976,accept,,,,,,,provisional_model_estimate
audit_0167,s2p2e-rag-0004117,full,True,shapenet,bathtub,insert,"insert the bathtub into the slot grasp, place, align",0.855056881904602,0.9266897439956665,0.9998760223388672,0.8624535799026489,0.9129058122634888,0.0038193631917238235,accept,,,,,,,provisional_model_estimate
audit_0168,s2p2e-rag-0043309,full,False,shapenet,range_hood,tool_use,"use the range hood as a tool grasp, place, align",0.562656581401825,0.8490559458732605,0.9995333552360535,0.6367142200469971,0.7611400485038757,0.0033743467647582293,reject,,,,,,,provisional_model_estimate
audit_0169,s2p2e-rag-0009287,full,False,shapenet,bookshelf,insert,"insert the bookshelf into the slot grasp, place, align",0.6508098840713501,0.8957462310791016,0.9997190237045288,0.8578954935073853,0.8520346879959106,0.005351074039936066,revise,,,,,,,provisional_model_estimate
audit_0170,s2p2e-rag-0067391,full,False,objaverse,objaverse_asset,place,place the objaverse asset at the target zone graspable rigid object with unknown semantics,0.8941644430160522,0.9239311218261719,0.999457836151123,0.6935333609580994,0.8750234842300415,0.0036391369067132473,revise,,,,,,,provisional_model_estimate
audit_0171,s2p2e-rag-0031195,full,True,shapenet,lamp,pick,"pick the lamp grasp, rotate, place",0.8967663645744324,0.957223117351532,0.9989553689956665,0.8984928131103516,0.938061535358429,0.002536608837544918,accept,,,,,,,provisional_model_estimate
audit_0172,s2p2e-rag-0036500,full,False,shapenet,monitor,pick,"pick the monitor grasp, place, align",0.897965133190155,0.9112693071365356,0.9997842907905579,0.822661280632019,0.9086820483207703,0.003612985834479332,accept,,,,,,,provisional_model_estimate
audit_0173,s2p2e-rag-0063624,full,False,shapenet,table,tool_use,"use the table as a tool support, place, align",0.8808051943778992,0.8788949251174927,0.9995636940002441,0.82964026927948,0.8957623243331909,0.004904354456812143,revise,,,,,,,provisional_model_estimate
audit_0174,s2p2e-rag-0028080,full,False,shapenet,glass_box,pick,"pick the glass box grasp, place, align",0.8971633911132812,0.9143916368484497,0.9996967315673828,0.8090102076530457,0.9046440124511719,0.0038782781921327114,accept,,,,,,,provisional_model_estimate
audit_0175,s2p2e-rag-0017342,full,False,shapenet,chair,insert,"insert the chair into the slot support, lift, align",0.8509020805358887,0.9042075276374817,0.999592125415802,0.7577951550483704,0.8787761926651001,0.002981053199619055,revise,,,,,,,provisional_model_estimate
audit_0176,s2p2e-rag-0061953,full,False,shapenet,bench,pour,"pour using the bench grasp, place, align",0.5285862684249878,0.9081581830978394,0.9996811747550964,0.7495523691177368,0.7984031438827515,0.005217757076025009,revise,,,,,,,provisional_model_estimate
audit_0177,s2p2e-rag-0031850,full,False,shapenet,laptop,pick,"pick the laptop grasp, place, align",0.8937823176383972,0.9226411581039429,0.9996286630630493,0.7573242783546448,0.8925724029541016,0.004135793540626764,revise,,,,,,,provisional_model_estimate
audit_0178,s2p2e-rag-0061993,full,False,shapenet,bookshelf,pour,"pour using the bookshelf grasp, place, align",0.5181927680969238,0.8866807818412781,0.9993753433227539,0.6659020185470581,0.7668726444244385,0.004476230125874281,reject,,,,,,,provisional_model_estimate
audit_0179,s2p2e-rag-0053354,full,False,shapenet,tent,tool_use,"use the tent as a tool grasp, place, align",0.8810417056083679,0.873412013053894,0.9997577667236328,0.8223440051078796,0.8953234553337097,0.002571217715740204,revise,,,,,,,provisional_model_estimate
audit_0180,s2p2e-rag-0024957,full,False,shapenet,door,insert,"insert the door into the slot grasp, place, align",0.6609349250793457,0.9160297513008118,0.9996659159660339,0.8736169934272766,0.865472137928009,0.004882494453340769,revise,,,,,,,provisional_model_estimate
audit_0181,s2p2e-rag-0012363,full,True,shapenet,bottle,pour,"pour using the bottle grasp, pour, upright",0.8354049921035767,0.8554823994636536,0.9997240900993347,0.7033417820930481,0.8464476466178894,0.01562230009585619,revise,,,,,,,provisional_model_estimate
audit_0182,s2p2e-rag-0012704,full,True,shapenet,bottle,tool_use,"use the bottle as a tool grasp, pour, upright",0.8766905069351196,0.9209235310554504,0.9997371435165405,0.905301570892334,0.927104651927948,0.003706305520609021,accept,,,,,,,provisional_model_estimate
audit_0183,s2p2e-rag-0056498,full,False,shapenet,tv_stand,pour,"pour using the tv stand grasp, place, align",0.5883519649505615,0.896939754486084,0.9996553659439087,0.7728413939476013,0.8156313896179199,0.009046645835042,revise,,,,,,,provisional_model_estimate
audit_0184,s2p2e-rag-0046438,full,False,shapenet,sofa,pour,"pour using the sofa support, align, place",0.5287814140319824,0.9104801416397095,0.9996023178100586,0.8192673921585083,0.817001223564148,0.0030791761819273233,revise,,,,,,,provisional_model_estimate
audit_0185,s2p2e-rag-0055519,full,False,shapenet,toilet,tool_use,"use the toilet as a tool grasp, place, align",0.5743111371994019,0.8745673894882202,0.9995160102844238,0.7024227976799011,0.785933792591095,0.009250340983271599,revise,,,,,,,provisional_model_estimate
audit_0186,s2p2e-rag-0053883,full,False,shapenet,toilet,pour,"pour using the toilet grasp, place, align",0.5297215580940247,0.8897037506103516,0.9996126890182495,0.7126704454421997,0.7823972105979919,0.0034469503443688154,revise,,,,,,,provisional_model_estimate
audit_0187,s2p2e-rag-0061213,full,False,shapenet,xbox,pour,"pour using the xbox grasp, place, align",0.519733190536499,0.88279789686203,0.9998184442520142,0.7783434391021729,0.797640323638916,0.004054417368024588,revise,,,,,,,provisional_model_estimate
audit_0188,s2p2e-rag-0007100,full,False,shapenet,bed,pick,"pick the bed grasp, place, align",0.8923355340957642,0.9178377985954285,0.9997879862785339,0.7754448652267456,0.8968063592910767,0.0029899149667471647,revise,,,,,,,provisional_model_estimate
audit_0189,s2p2e-rag-0012899,full,True,shapenet,bottle,tool_use,"use the bottle as a tool grasp, pour, upright",0.8839624524116516,0.9456652402877808,0.9990596771240234,0.946679949760437,0.9435994029045105,0.0028004893101751804,accept,,,,,,,provisional_model_estimate
audit_0190,s2p2e-rag-0007944,full,True,shapenet,bench,tool_use,"use the bench as a tool grasp, place, align",0.8758515119552612,0.912929892539978,0.9996629953384399,0.9410116076469421,0.9327543377876282,0.004183635115623474,accept,,,,,,,provisional_model_estimate
audit_0191,s2p2e-rag-0052772,full,False,shapenet,tent,insert,"insert the tent into the slot grasp, place, align",0.8551307916641235,0.9158550500869751,0.9999032020568848,0.8276543617248535,0.8993166089057922,0.004892660304903984,revise,,,,,,,provisional_model_estimate
audit_0192,s2p2e-rag-0044473,full,False,shapenet,sink,pour,"pour using the sink grasp, place, align",0.6178269386291504,0.9208160638809204,0.9998838305473328,0.8049303889274597,0.8380034565925598,0.005835946183651686,revise,,,,,,,provisional_model_estimate
audit_0193,s2p2e-rag-0014322,full,False,shapenet,bowl,insert,"insert the bowl into the slot grasp, place, align",0.8525069952011108,0.887718677520752,0.9997080564498901,0.7123793959617615,0.8615816831588745,0.004964354448020458,revise,,,,,,,provisional_model_estimate
audit_0194,s2p2e-rag-0032591,full,False,shapenet,mantel,place,"place the mantel at the target zone grasp, place, align",0.8895832300186157,0.9510802030563354,0.9993716478347778,0.793947696685791,0.9074487686157227,0.0028773192316293716,accept,,,,,,,provisional_model_estimate
audit_0195,s2p2e-rag-0025112,full,False,shapenet,door,insert,"insert the door into the slot grasp, place, align",0.6567980647087097,0.9104839563369751,0.9996712803840637,0.876675009727478,0.8616272807121277,0.007587054278701544,revise,,,,,,,provisional_model_estimate
audit_0196,s2p2e-rag-0024931,full,True,shapenet,door,place,"place the door at the target zone grasp, place, align",0.8997739553451538,0.9624800682067871,0.9993756413459778,0.9343311190605164,0.950397789478302,0.005141204223036766,accept,,,,,,,provisional_model_estimate
audit_0197,s2p2e-rag-0058800,full,True,shapenet,vase,pick,"pick the vase grasp, place, align",0.893639087677002,0.9321282505989075,0.9996615648269653,0.8371027112007141,0.9155764579772949,0.002964005572721362,accept,,,,,,,provisional_model_estimate
audit_0198,s2p2e-rag-0018373,full,False,shapenet,chair,pour,"pour using the chair support, lift, align",0.518485426902771,0.8967787623405457,0.9995166063308716,0.6590872406959534,0.7681623697280884,0.0053102606907486916,reject,,,,,,,provisional_model_estimate
audit_0199,s2p2e-rag-0055296,full,False,shapenet,toilet,place,"place the toilet at the target zone grasp, place, align",0.8937708139419556,0.9383879899978638,0.9994810819625854,0.7365086078643799,0.8904861211776733,0.003557962831109762,revise,,,,,,,provisional_model_estimate
audit_0200,s2p2e-rag-0024050,full,False,shapenet,desk,pick,"pick the desk grasp, place, align",0.893905758857727,0.9305306673049927,0.9996752738952637,0.7918692231178284,0.9045184254646301,0.0025524324737489223,accept,,,,,,,provisional_model_estimate
audit_0201,s2p2e-rag-0036509,full,False,shapenet,monitor,tool_use,"use the monitor as a tool grasp, place, align",0.5690968036651611,0.8544881939888,0.9997634887695312,0.6528749465942383,0.7668040990829468,0.004887041170150042,reject,,,,,,,provisional_model_estimate
audit_0202,s2p2e-rag-0060637,full,False,shapenet,wardrobe,insert,"insert the wardrobe into the slot grasp, place, align",0.8491067886352539,0.8942751884460449,0.9997673034667969,0.7949076294898987,0.8829892873764038,0.004174371249973774,revise,,,,,,,provisional_model_estimate
audit_0203,s2p2e-rag-0032742,full,False,shapenet,mantel,insert,"insert the mantel into the slot grasp, place, align",0.6552971601486206,0.9259269833564758,0.9997624158859253,0.8638259768486023,0.8651734590530396,0.0030564344488084316,revise,,,,,,,provisional_model_estimate
audit_0204,s2p2e-rag-0009880,full,True,shapenet,bookshelf,pick,"pick the bookshelf grasp, place, align",0.8966166377067566,0.9491108059883118,0.999383270740509,0.9021661877632141,0.9384883642196655,0.004402081482112408,accept,,,,,,,provisional_model_estimate
audit_0205,s2p2e-rag-0058082,full,False,shapenet,vase,insert,"insert the vase into the slot grasp, place, align",0.8495648503303528,0.8817078471183777,0.9990676641464233,0.6529428958892822,0.8428796529769897,0.004943304695188999,revise,,,,,,,provisional_model_estimate
audit_0206,s2p2e-rag-0012833,full,True,shapenet,bottle,pour,"pour using the bottle grasp, pour, upright",0.8809091448783875,0.8885889053344727,0.9998281598091125,0.8597391247749329,0.908343493938446,0.008457185700535774,accept,,,,,,,provisional_model_estimate
audit_0207,s2p2e-rag-0006630,full,True,shapenet,bed,pick,"pick the bed grasp, place, align",0.8971818089485168,0.9140365719795227,0.9996984601020813,0.878284752368927,0.9223772287368774,0.003814375028014183,accept,,,,,,,provisional_model_estimate
audit_0208,s2p2e-rag-0001934,full,False,shapenet,airplane,tool_use,"use the airplane as a tool grasp, place, align",0.8750581741333008,0.8209047317504883,0.9995698928833008,0.8429365158081055,0.885330855846405,0.004328057635575533,revise,,,,,,,provisional_model_estimate
audit_0209,s2p2e-rag-0012224,full,True,shapenet,bottle,tool_use,"use the bottle as a tool grasp, pour, upright",0.8787506222724915,0.920758068561554,0.9996150732040405,0.8925674557685852,0.9237293004989624,0.004467880818992853,accept,,,,,,,provisional_model_estimate
audit_0210,s2p2e-rag-0030982,full,False,shapenet,lamp,insert,"insert the lamp into the slot grasp, rotate, place",0.8516491055488586,0.9028968811035156,0.9997017979621887,0.7516996264457703,0.8743528127670288,0.0032524585258215666,revise,,,,,,,provisional_model_estimate
audit_0211,s2p2e-rag-0021798,full,False,shapenet,cup,pour,"pour using the cup grasp, pour, place",0.7060500383377075,0.8686240315437317,0.9997806549072266,0.6923232674598694,0.8150997161865234,0.013983617536723614,revise,,,,,,,provisional_model_estimate
audit_0212,s2p2e-rag-0053269,full,False,shapenet,tent,tool_use,"use the tent as a tool grasp, place, align",0.5603408813476562,0.8499520421028137,0.9997226595878601,0.6456514000892639,0.7629645466804504,0.003980955574661493,reject,,,,,,,provisional_model_estimate
audit_0213,s2p2e-rag-0063653,full,False,shapenet,table,pour,"pour using the table support, place, align",0.5518289804458618,0.8981088399887085,0.9997819662094116,0.7549291849136353,0.8029831647872925,0.005228142254054546,revise,,,,,,,provisional_model_estimate
audit_0214,s2p2e-rag-0063092,full,False,shapenet,monitor,insert,"insert the monitor into the slot grasp, place, align",0.6600469946861267,0.8987323045730591,0.9996965527534485,0.8241962194442749,0.8475146293640137,0.0055681015364825726,revise,,,,,,,provisional_model_estimate
audit_0215,s2p2e-rag-0028016,full,True,shapenet,glass_box,place,"place the glass box at the target zone grasp, place, align",0.8988820314407349,0.9469812512397766,0.9995698928833008,0.8724039196968079,0.9303246736526489,0.004073130898177624,accept,,,,,,,provisional_model_estimate
audit_0216,s2p2e-rag-0052565,full,False,shapenet,tent,pick,"pick the tent grasp, place, align",0.8903943300247192,0.9174098968505859,0.9996845126152039,0.8250361680984497,0.908370852470398,0.0049475254490971565,accept,,,,,,,provisional_model_estimate
audit_0217,s2p2e-rag-0007685,full,True,shapenet,bench,pick,"pick the bench grasp, place, align",0.8965280652046204,0.9315905570983887,0.9996584057807922,0.8860889673233032,0.9273033142089844,0.004391502123326063,accept,,,,,,,provisional_model_estimate
